RESIDENCY_GROUP_DESCR,ACADEMIC_YEAR,TERM,TERM_DESCR,ACADEMIC_CAREER_DESCR,ACAD_PROG,ACADEMIC_PROGRAM_DESCR,COURSE_ID,OFFER_NUMBER,FACULTY,FACULTY_DESCR,SCHOOL,SCHOOL_NAME,COURSE_NAME,COURSE_CODE,CATALOG_NUMBER,CRSE_ATTR,MASKED_ID
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1650651
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,MFAC3504,3504,WILC,1650651
Local,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,1666207
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,1647125
Local,2024,5249,2024 Term 3,Undergraduate,4076,Science/Education (Secondary),62698,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Engagement,EDST2002,2002,WILC,1661195
Local,2024,5246,2024 Term 2,Undergraduate,4076,Science/Education (Secondary),65316,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,1652397
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1681776
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1681776
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1681776
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,1681776
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,1681776
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,66441,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM5044,5044,WILC,1694386
International,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,5793923
Local,2024,5244,2024 Semester 1 Canberra,Undergraduate,4472,Aeronautical Engineering (Hon),55648,1,UNICL,UNSW Canberra at ADFA,ZEIT,School of Engineering & Technology,Mechanical & Electronic Design,ZEIT2501,2501,WILC,5831789
Local,2024,5249,2024 Term 3,Undergraduate,4033,Social Work (Honours),65522,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement Lvl 4 B,SOCW4018,4018,WILC,5870719
Local,2024,5246,2024 Term 2,Undergraduate,4033,Social Work (Honours),65524,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement  Lvl 4 A,SOCW4017,4017,WILC,5870719
International,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,5878956
Local,2024,5246,2024 Term 2,Undergraduate,4053,Arts / Education (Secondary),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,9801708
Local,2024,5249,2024 Term 3,Undergraduate,4053,Arts / Education (Secondary),65316,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,9801708
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,9822017
Local,2024,5249,2024 Term 3,Undergraduate,3784,Commerce / Computer Science,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,9806142
Local,2024,5249,2024 Term 3,Undergraduate,4733,Commerce / Law,11473,1,LAW,Faculty of Law and Justice,SCLAW,"School of Law, Society and Criminology",KLC Family Community(Non-Int),LAWS3240,3240,WILC,9813372
Local,2024,5249,2024 Term 3,Undergraduate,4733,Commerce / Law,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,9813372
Local,2024,5249,2024 Term 3,Postgraduate,8095,Clinical Optometry,65112,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 4B,OPTM6422,6422,WILC,9808525
Local,2024,5246,2024 Term 2,Postgraduate,8095,Clinical Optometry,65111,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 4A,OPTM6412,6412,WILC,9808525
Local,2024,5249,2024 Term 3,Undergraduate,3584,Commerce / Information Systems,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,9816849
Local,2024,5243,2024 Term 1,Undergraduate,3584,Commerce / Information Systems,65712,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp. Placement 2,COMM3202,3202,WILC,9797613
Local,2024,5246,2024 Term 2,Undergraduate,3584,Commerce / Information Systems,65712,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp. Placement 2,COMM3202,3202,WILC,9797613
Local,2024,5243,2024 Term 1,Undergraduate,3784,Commerce / Computer Science,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9807183
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,9814570
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,9814570
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,9814570
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),65813,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 2A,ENGG4902,4902,WILC,9810518
Local,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),65812,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 2B,ENGG4903,4903,WILC,9810518
Local,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),65810,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 3B,ENGG4905,4905,WILC,9810518
Local,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),65811,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 3A,ENGG4904,4904,WILC,9810518
Local,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,9814354
Local,2024,5249,2024 Term 3,Undergraduate,4076,Science/Education (Secondary),65316,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,9819320
Local,2024,5246,2024 Term 2,Undergraduate,4045,Social Work (Honours) / Arts,65525,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement B,SOCW3013,3013,WILC,9804449
Local,2024,5243,2024 Term 1,Undergraduate,4045,Social Work (Honours) / Arts,65526,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement A,SOCW3012,3012,WILC,9804449
Local,2024,5246,2024 Term 2,Undergraduate,3584,Commerce / Information Systems,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,9806586
Local,2024,5243,2024 Term 1,Undergraduate,3584,Commerce / Information Systems,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9806586
Local,2024,5243,2024 Term 1,Undergraduate,3155,Actuarial Studies / Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,9800764
Local,2024,5243,2024 Term 1,Undergraduate,3778,Computer Science,65810,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 3B,ENGG4905,4905,WILC,9849673
Local,2024,5247,2024 Semester 2 Canberra,Undergraduate,4405,Business,55575,1,UNICL,UNSW Canberra at ADFA,ZBUS,UC School of Business,Business Capstone,ZBUS3104,3104,WILC,9841726
Local,2024,5246,2024 Term 2,Undergraduate,4792,Media(Comm&Journ)/Law,62809,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Media and Arts Internship,ARTS3015,3015,WILC,9873467
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,9913773
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,9913773
International,2024,5246,2024 Term 2,Undergraduate,3321,Social Science,64326,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Soc Sci in the Workplace,SOSS3006,3006,WILC,9920822
International,2024,5249,2024 Term 3,Undergraduate,4733,Commerce / Law,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,9979131
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,10425685
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,10425685
International,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,10425685
International,2024,5246,2024 Term 2,Undergraduate,3586,Actuarial Studies,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,10543105
International,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,10640206
International,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,10649627
International,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,10649627
Local,2024,5243,2024 Term 1,Postgraduate,8925,Teaching (Primary),65316,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,10643320
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,10678726
International,2024,5246,2024 Term 2,Undergraduate,3784,Commerce / Computer Science,66909,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,Global Practice of Work,CDEV3300,3300,WILC,10687256
Local,2024,5246,2024 Term 2,Undergraduate,3981,Aviation (Management),66724,1,SCI,Faculty of Science,AVIA,School of Aviation,Aviation Work Placement 2,AVIA3299,3299,WILC,10724823
Local,2024,5243,2024 Term 1,Undergraduate,3981,Aviation (Management),66723,1,SCI,Faculty of Science,AVIA,School of Aviation,Aviation Work Placement 1,AVIA3199,3199,WILC,10724823
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,65688,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Advanced Exercise Science,HESC3501,3501,WILC,10718406
Local,2024,5242,2024 Summer Term,Undergraduate,3880,International Public Health,65305,1,MED,Faculty of Medicine and Health,PHCM,School of Population Health,Public Health Capstone,PHCM3003,3003,WILC,10722489
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,10785105
Local,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,10822398
Local,2024,5247,2024 Semester 2 Canberra,Undergraduate,4405,Business,55575,1,UNICL,UNSW Canberra at ADFA,ZBUS,UC School of Business,Business Capstone,ZBUS3104,3104,WILC,10795324
International,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,10826788
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,10838412
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,10838412
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,10838412
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,10823674
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,10823674
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,10823674
Local,2024,5243,2024 Term 1,Undergraduate,4813,Media Arts,64631,1,ADA,"Faculty of Arts, Design and Architecture",COFAS,School of Art & Design,Professional Experience,ADAD3000,3000,WILC,10828256
Local,2024,5243,2024 Term 1,Undergraduate,4733,Commerce / Law,66056,1,COMM,UNSW Business School,ACCT,"School of Accounting, Auditing and Taxation",UNSW Tax and Business Clinic,TABL3033,3033,WILC,10831688
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,65688,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Advanced Exercise Science,HESC3501,3501,WILC,10837347
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,10843826
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,10843826
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,10843826
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,10823194
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,10823194
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,10823194
Local,2024,5242,2024 Summer Term,Undergraduate,4733,Commerce / Law,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,10841680
Local,2024,5246,2024 Term 2,Undergraduate,4733,Commerce / Law,66909,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,Global Practice of Work,CDEV3300,3300,WILC,10841680
Local,2024,5243,2024 Term 1,Undergraduate,3438,Media (Screen & Sound Prod),66712,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,ADA Professional Placement,FADA6700,6700,WILC,10834208
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,10832022
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,10832022
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,10832022
Local,2024,5243,2024 Term 1,Undergraduate,3962,Advanced Science (Honours),66731,1,SCI,Faculty of Science,BABS,School of Biotechnology and Biomolecular Sciences,BABS Work Placement 1,BABS3199,3199,WILC,10834186
International,2024,5249,2024 Term 3,Undergraduate,4076,Science/Education (Secondary),62698,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Engagement,EDST2002,2002,WILC,10859604
Local,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,10889114
Local,2024,5249,2024 Term 3,Undergraduate,3521,Commerce/Economics,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,10878996
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,10926161
International,2024,5246,2024 Term 2,Postgraduate,8417,Commerce (Extension),64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12022856
International,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,12062883
International,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,12062883
International,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,12142538
International,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,12142538
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12165444
International,2024,5249,2024 Term 3,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12198300
International,2024,5249,2024 Term 3,Postgraduate,8359,MBA (Extension),66757,1,COMM,UNSW Business School,AGSM,AGSM MBA Programs,Work Integrated Learning,MNGT5595,5595,WILC,12256876
International,2024,5246,2024 Term 2,Postgraduate,8359,MBA (Extension),64525,1,COMM,UNSW Business School,AGSM,AGSM MBA Programs,Work Integrated Learning 12uoc,MNGT5590,5590,WILC,12256876
International,2024,5242,2024 Summer Term,Postgraduate,8623,Environmental Management,53195,1,ADA,"Faculty of Arts, Design and Architecture",HUMSLANG,School of Humanities and Languages,Enviro. Leadership Practicum I,IEST8001,8001,WILC,12269742
International,2024,5243,2024 Term 1,Postgraduate,8429,Applied Economics,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12280061
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12314328
